status,model,pretrained,learning_rate,weight_decay,batch_size,label_smoothing,epochs_completed,best_epoch,best_val_acc,test_loss,test_acc,early_stopped,return_code,run_name
skipped,resnet50,True,0.0001,1e-05,16,0.0,35,20,0.9323529411764706,0.35395145988680854,0.9050252073507887,True,0,resnet50_pretrained_lr0p0001_wd1e-05_bs16_ls0
skipped,resnet50,True,5e-05,1e-05,16,0.0,40,25,0.9323529411764706,0.33314268338751635,0.9131566108310294,True,0,resnet50_pretrained_lr5e-05_wd1e-05_bs16_ls0
completed,resnet101,True,5e-05,0.0001,16,0.1,40,25,0.9323529411764706,1.173577026800133,0.913481866970239,True,0,resnet101_pretrained_lr5e-05_wd0p0001_bs16_ls0p1
completed,efficientnet_b0,True,5e-05,0.0001,32,0.1,76,61,0.9313725490196079,1.2166221187180244,0.910879817856562,True,0,efficientnet_b0_pretrained_lr5e-05_wd0p0001_bs32_ls0p1
completed,efficientnet_b0,True,5e-05,1e-05,32,0.1,76,61,0.9313725490196079,1.2165992778575523,0.910879817856562,True,0,efficientnet_b0_pretrained_lr5e-05_wd1e-05_bs32_ls0p1
completed,efficientnet_b3,True,5e-05,1e-05,32,0.0,95,80,0.9313725490196079,0.33809437522666785,0.913481866970239,True,0,efficientnet_b3_pretrained_lr5e-05_wd1e-05_bs32_ls0
skipped,resnet50,True,5e-05,0.0001,16,0.0,40,25,0.9303921568627451,0.3287991261177715,0.9138071231094487,True,0,resnet50_pretrained_lr5e-05_wd0p0001_bs16_ls0
skipped,resnet50,True,5e-05,0.0001,32,0.0,77,62,0.9303921568627451,0.35382658765774117,0.9069767441860465,True,0,resnet50_pretrained_lr5e-05_wd0p0001_bs32_ls0
skipped,resnet50,True,0.0003,1e-05,16,0.1,22,7,0.9294117647058824,1.151176248901083,0.9097414213693283,True,0,resnet50_pretrained_lr0p0003_wd1e-05_bs16_ls0p1
completed,efficientnet_b0,True,0.0001,0.0001,32,0.0,55,40,0.9294117647058824,0.34205119848338583,0.9133192389006343,True,0,efficientnet_b0_pretrained_lr0p0001_wd0p0001_bs32_ls0
completed,efficientnet_b0,True,0.0001,1e-05,32,0.0,55,40,0.9294117647058824,0.34201106645868434,0.9133192389006343,True,0,efficientnet_b0_pretrained_lr0p0001_wd1e-05_bs32_ls0
completed,resnet101,True,5e-05,1e-05,32,0.1,45,30,0.9274509803921569,1.2249233231813583,0.9027484143763214,True,0,resnet101_pretrained_lr5e-05_wd1e-05_bs32_ls0p1
skipped,resnet50,True,5e-05,1e-05,32,0.0,52,37,0.9264705882352942,0.3776699929840585,0.9032362985851358,True,0,resnet50_pretrained_lr5e-05_wd1e-05_bs32_ls0
completed,efficientnet_b3,True,5e-05,0.0001,32,0.0,56,41,0.9264705882352942,0.4560414845235058,0.903073670515531,True,0,efficientnet_b3_pretrained_lr5e-05_wd0p0001_bs32_ls0
completed,resnet101,True,5e-05,0.0001,16,0.0,50,35,0.9254901960784314,0.35567711506978406,0.908277768742885,True,0,resnet101_pretrained_lr5e-05_wd0p0001_bs16_ls0
completed,resnet101,True,5e-05,1e-05,16,0.0,49,34,0.9254901960784314,0.3801524458064718,0.9029110424459261,True,0,resnet101_pretrained_lr5e-05_wd1e-05_bs16_ls0
skipped,resnet50,True,0.0003,0.0001,16,0.0,34,19,0.9245098039215687,0.4993190860113236,0.8804683688404619,True,0,resnet50_pretrained_lr0p0003_wd0p0001_bs16_ls0
skipped,resnet50,True,0.0003,0.0001,32,0.0,22,7,0.9225490196078432,0.40871269450198683,0.8877866319726785,True,0,resnet50_pretrained_lr0p0003_wd0p0001_bs32_ls0
skipped,resnet50,True,0.0001,0.0001,32,0.0,35,20,0.9215686274509803,0.3626904946837164,0.9043746950723694,True,0,resnet50_pretrained_lr0p0001_wd0p0001_bs32_ls0
skipped,resnet50,True,0.0001,1e-05,32,0.0,35,20,0.9215686274509803,0.36854389883156163,0.9043746950723694,True,0,resnet50_pretrained_lr0p0001_wd1e-05_bs32_ls0
completed,resnet101,True,0.0001,0.0001,32,0.0,35,20,0.9215686274509803,0.3806314567063997,0.8988453407058058,True,0,resnet101_pretrained_lr0p0001_wd0p0001_bs32_ls0
completed,efficientnet_b0,True,5e-05,0.0001,32,0.0,51,36,0.9205882352941176,0.5076913192158192,0.8993332249146203,True,0,efficientnet_b0_pretrained_lr5e-05_wd0p0001_bs32_ls0
completed,efficientnet_b0,True,5e-05,1e-05,32,0.0,51,36,0.9205882352941176,0.507650786138081,0.8993332249146203,True,0,efficientnet_b0_pretrained_lr5e-05_wd1e-05_bs32_ls0
completed,resnet101,True,0.0001,1e-05,32,0.0,28,13,0.9186274509803921,0.4125301361356308,0.8939664986176614,True,0,resnet101_pretrained_lr0p0001_wd1e-05_bs32_ls0
completed,resnet101,True,0.0003,1e-05,32,0.0,25,10,0.9147058823529411,0.38279656590242966,0.8983574564969914,True,0,resnet101_pretrained_lr0p0003_wd1e-05_bs32_ls0
completed,resnet101,True,5e-05,0.0001,32,0.0,47,32,0.9127450980392157,0.40771871132227555,0.8936412424784518,True,0,resnet101_pretrained_lr5e-05_wd0p0001_bs32_ls0
completed,resnet101,True,5e-05,1e-05,32,0.0,35,20,0.9127450980392157,0.43925037419317137,0.8868108635550496,True,0,resnet101_pretrained_lr5e-05_wd1e-05_bs32_ls0
skipped,resnet50,True,0.0003,1e-05,32,0.0,21,6,0.9098039215686274,0.4796852192558696,0.8773784355179705,True,0,resnet50_pretrained_lr0p0003_wd1e-05_bs32_ls0
completed,resnet101,True,0.0003,1e-05,16,0.0,31,16,0.9058823529411765,0.49419259320119135,0.8760774109611319,True,0,resnet101_pretrained_lr0p0003_wd1e-05_bs16_ls0
completed,resnet101,True,0.0003,0.0001,16,0.0,24,9,0.9009803921568628,0.5442649021152977,0.8554236461213205,True,0,resnet101_pretrained_lr0p0003_wd0p0001_bs16_ls0
completed,resnet101,True,0.0003,0.0001,32,0.0,20,5,0.9009803921568628,0.46074997458245276,0.8754268986827126,True,0,resnet101_pretrained_lr0p0003_wd0p0001_bs32_ls0
