epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.269473497540343,0.15098039215686274,2.886936040018119,0.557843137254902,0.0002999814948722491
2,1.760142084196502,0.7617647058823529,0.8705433974079058,0.7813725490196078,0.0002999259840548597
3,0.3930189648095299,0.9362745098039216,0.5684047804159277,0.865686274509804,0.0002998334812442955
4,0.10996510253525248,0.9882352941176471,0.42150615444954703,0.8892156862745098,0.0002997040092642407
5,0.046022179386779376,0.996078431372549,0.38245320296755025,0.8950980392156863,0.00029953760005996916
6,0.0287681519181705,0.9980392156862745,0.39675532439175776,0.8911764705882353,0.000299334294690462
7,0.01651310732989919,0.9990196078431373,0.3124230555167385,0.9225490196078432,0.00029909414331827697
8,0.028526426888271873,0.9950980392156863,0.389650175150703,0.8803921568627451,0.0002988172051971717
9,0.023739622095051933,0.996078431372549,0.3580637842124584,0.9,0.00029850354865748363
10,0.013567514878277686,1.0,0.36513680704668455,0.9029411764705882,0.0002981532510892707
11,0.02378531054538839,0.996078431372549,0.32972552123315196,0.9117647058823529,0.0002977663989232161
12,0.008528838034573138,1.0,0.3160406297620605,0.9137254901960784,0.0002973430876093033
13,0.006535708794698995,1.0,0.31972350782039116,0.9107843137254902,0.00029688342159326487
14,0.012124378024143916,0.9980392156862745,0.4161779563216602,0.8980392156862745,0.00029638751429081215
15,0.0336923974913125,0.996078431372549,0.33916701914048664,0.9058823529411765,0.0002958554880596515
16,0.03147943932928291,0.9970588235294118,0.422052613660401,0.8911764705882353,0.00029528747416929463
17,0.053188839441567076,0.9901960784313726,0.45198248402745117,0.8774509803921569,0.0002946836127686697
18,0.07513948844782278,0.984313725490196,0.5921146953807158,0.8372549019607843,0.0002940440528515414
19,0.08426020515023493,0.9862745098039216,0.5441514403212304,0.8588235294117647,0.00029336895221974946
20,0.0527354942817314,0.9892156862745098,0.42056233941339977,0.8901960784313725,0.000292658477444273
21,0.07788115393589524,0.9833333333333333,0.6489921459964677,0.8245098039215686,0.00029191280382413173
22,0.0686118018393423,0.9901960784313726,0.5320423042438194,0.865686274509804,0.00029113211534313374
