epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.010444153056425,0.24705882352941178,2.7417478252859677,0.6735294117647059,0.0002999814948722491
2,1.8930024913713044,0.8549019607843137,1.5051697235481412,0.8852941176470588,0.0002999259840548597
3,1.0429431912945766,0.9862745098039216,1.1686389801548978,0.9225490196078432,0.0002998334812442955
4,0.884477316865734,0.9990196078431373,1.0957510097354066,0.95,0.0002997040092642407
5,0.8523723188568564,1.0,1.1050175372292013,0.942156862745098,0.00029953760005996916
6,0.8358562537268096,1.0,1.0748672536775177,0.9480392156862745,0.000299334294690462
7,0.8285522816227932,1.0,1.0805455750110102,0.9411764705882353,0.00029909414331827697
8,0.8243557249798494,1.0,1.0515969968309589,0.9598039215686275,0.0002988172051971717
9,0.8163630974059012,1.0,1.0636579943638222,0.9519607843137254,0.00029850354865748363
10,0.8162671601071078,1.0,1.0571211321681153,0.9470588235294117,0.0002981532510892707
11,0.8101701320386401,1.0,1.0350818019287258,0.953921568627451,0.0002977663989232161
12,0.8072428109599095,1.0,1.0381407520350288,0.95,0.0002973430876093033
13,0.8047675417918785,1.0,1.0183897537343642,0.9588235294117647,0.00029688342159326487
14,0.8061826729306988,0.9990196078431373,1.0843828439712524,0.9392156862745098,0.00029638751429081215
15,0.8106180983431199,0.9980392156862745,1.0490549447489719,0.9401960784313725,0.0002958554880596515
16,0.8033960742108962,1.0,1.0199683432485542,0.9480392156862745,0.00029528747416929463
17,0.8085701818559684,0.9980392156862745,1.0325267258812398,0.9470588235294117,0.0002946836127686697
18,0.8112256526947021,0.9970588235294118,1.075835475734636,0.9264705882352942,0.0002940440528515414
19,0.8077912594757828,1.0,1.055126050640555,0.9352941176470588,0.00029336895221974946
20,0.811102142754723,0.9970588235294118,1.0279934415630265,0.9470588235294117,0.000292658477444273
21,0.8059989122783436,0.9990196078431373,1.0031103035982918,0.9529411764705882,0.00029191280382413173
22,0.7969438676740609,1.0,0.9971583478591022,0.95,0.00029113211534313374
23,0.8149883146379509,0.996078431372549,1.0324996681774363,0.9431372549019608,0.00029031660462448003
