epoch,train_loss,train_acc,val_loss,val_acc,lr
1,4.2696386318580775,0.16666666666666666,3.3186943746080586,0.5745098039215686,9.999383162408304e-05
2,2.6060022999258603,0.7578431372549019,2.0532228198705935,0.8539215686274509,9.997532801828658e-05
3,1.5160602410634358,0.9637254901960784,1.490864616281846,0.9127450980392157,9.994449374809851e-05
4,1.0824096904081457,0.9892156862745098,1.2636670168708353,0.9401960784313725,9.990133642141359e-05
5,0.935082509470921,0.9970588235294118,1.1668812279607736,0.946078431372549,9.98458666866564e-05
6,0.8960743130422106,0.9980392156862745,1.1393314609340592,0.95,9.9778098230154e-05
7,0.8673753876312106,0.9990196078431373,1.1181348933893092,0.9480392156862745,9.9698047772759e-05
8,0.8520066845650767,1.0,1.116145191005632,0.9470588235294117,9.96057350657239e-05
9,0.8451406836509705,1.0,1.1174843320659562,0.9441176470588235,9.950118288582787e-05
10,0.837335894388311,0.9990196078431373,1.0954302871928496,0.9529411764705882,9.938441702975689e-05
11,0.8360199264451569,1.0,1.0915213295057709,0.9549019607843138,9.925546630773869e-05
12,0.8263464088533439,1.0,1.0700568531073775,0.9588235294117647,9.911436253643444e-05
13,0.8219702772065705,1.0,1.0641050572488822,0.9549019607843138,9.896114053108829e-05
14,0.8132424845415003,1.0,1.05112683282179,0.9627450980392157,9.879583809693738e-05
15,0.8130201026505115,1.0,1.055829956484776,0.9598039215686275,9.861849601988384e-05
16,0.8106876443414127,1.0,1.0377870877583821,0.9598039215686275,9.842915805643157e-05
17,0.8110662976900737,1.0,1.0485838922799802,0.9656862745098039,9.822787092288992e-05
18,0.8083578207913567,1.0,1.060037942493663,0.961764705882353,9.801468428384718e-05
19,0.8068573460859411,1.0,1.0342684385823269,0.9666666666666667,9.778965073991652e-05
20,0.8058344766205432,1.0,1.0504153667711744,0.9637254901960784,9.75528258147577e-05
21,0.8020599563916524,1.0,1.0260422339626387,0.9647058823529412,9.730426794137729e-05
22,0.8040590826202841,0.9990196078431373,1.0191471702912274,0.9676470588235294,9.70440384477113e-05
23,0.8046483497993618,1.0,1.0202055370106418,0.9607843137254902,9.67722015414934e-05
24,0.797981285347658,1.0,1.0173294822374979,0.9686274509803922,9.64888242944126e-05
25,0.8044224542729995,1.0,1.0096879823535096,0.9686274509803922,9.619397662556436e-05
26,0.8008988338358262,1.0,1.0256360946917067,0.9598039215686275,9.588773128419907e-05
27,0.7973522595330781,1.0,1.0140213372660618,0.9656862745098039,9.557016383177228e-05
28,0.8003998064527325,1.0,0.994386547687007,0.9705882352941176,9.524135262330099e-05
29,0.7982154937351451,1.0,0.9989374656303256,0.9705882352941176,9.49013787880308e-05
30,0.8249728076598224,0.996078431372549,1.0739594272538728,0.9392156862745098,9.455032620941841e-05
31,0.8045770201028563,1.0,1.00645857184541,0.9647058823529412,9.418828150443471e-05
32,0.7962122582921795,1.0,0.9994137712553436,0.9666666666666667,9.381533400219321e-05
33,0.7942060573428285,1.0,0.989974492671443,0.9705882352941176,9.343157572190959e-05
34,0.7920203963915508,1.0,0.9853415762676913,0.9735294117647059,9.303710135019721e-05
35,0.7921077798394596,1.0,0.992740901778726,0.9686274509803922,9.263200821770464e-05
36,0.7912003274057425,1.0,0.9897675822762882,0.9666666666666667,9.221639627510079e-05
37,0.7911955746949888,1.0,0.9775470156295627,0.9637254901960784,9.179036806841354e-05
38,0.792320348702225,1.0,0.9774217385871737,0.9705882352941176,9.135402871372811e-05
39,0.7911305331716351,1.0,0.9804260305329865,0.9676470588235294,9.09074858712512e-05
40,0.7901717604375353,1.0,0.9936107630823173,0.961764705882353,9.04508497187474e-05
41,0.7888036982685912,1.0,0.9791915888879813,0.9656862745098039,8.998423292435457e-05
42,0.790762170155843,1.0,0.9631064097086589,0.9715686274509804,8.950775061878454e-05
43,0.7893953206492406,1.0,0.9735875328381857,0.9696078431372549,8.902152036691652e-05
44,0.7885723588513393,1.0,0.9841292830074535,0.9627450980392157,8.85256621387895e-05
45,0.7883740579380708,1.0,0.9673004208826551,0.9676470588235294,8.80202982800016e-05
46,0.7871535492878334,1.0,0.9625728361746844,0.9656862745098039,8.750555348152302e-05
47,0.7866536528456445,1.0,0.9597764688379624,0.9696078431372549,8.698155474893052e-05
48,0.787300856440675,1.0,0.952347057239682,0.9705882352941176,8.644843137107061e-05
49,0.7882778378093944,1.0,0.962096851012286,0.9745098039215686,8.590631488815948e-05
50,0.788369060497658,1.0,0.9696789930848514,0.9686274509803922,8.53553390593274e-05
51,0.7869444816720252,1.0,0.9468758358674891,0.9774509803921568,8.479563982961574e-05
52,0.7867510982588226,1.0,0.949828430484323,0.9715686274509804,8.422735529643446e-05
53,0.787307353814443,1.0,0.9412123677777309,0.9735294117647059,8.365062567548869e-05
54,0.786355862196754,1.0,0.9438078733051525,0.9735294117647059,8.306559326618262e-05
55,0.7855958185943903,1.0,0.9395701046083488,0.9735294117647059,8.24724024165092e-05
56,0.7864197326641457,1.0,0.9392461514940449,0.9774509803921568,8.187119948743451e-05
57,0.7855081756909689,1.0,0.9435024593390671,0.9735294117647059,8.126213281678529e-05
58,0.7855947452432969,1.0,0.9429865191964543,0.9705882352941176,8.064535268264886e-05
59,0.7859412632736505,1.0,0.9390005319726233,0.9696078431372549,8.002101126629424e-05
60,0.7855855619206148,1.0,0.929751049303541,0.9764705882352941,7.93892626146237e-05
61,0.7851631449718102,1.0,0.9397827426592509,0.9666666666666667,7.875026260216396e-05
62,0.7857585259512359,1.0,0.9408196636274749,0.9705882352941176,7.810416889260657e-05
63,0.7870919564191032,1.0,0.9257027815369999,0.9745098039215686,7.745114089990662e-05
64,0.7848598947712019,1.0,0.9299002441705442,0.9774509803921568,7.679133974894986e-05
65,0.7845245838165283,1.0,0.9278463244438171,0.9774509803921568,7.612492823579748e-05
66,0.7849643270174662,1.0,0.9347747304860283,0.9754901960784313,7.54520707875186e-05
